f0,f1,f2,f3
0.1609217311769145,-0.20439920901290726,0.49385544940667814,-0.100848361384857
0.11440431769719325,-0.24703283197970732,0.5583477869943767,-0.08497681331693281
0.15769236259708994,-0.28919250416664727,0.4824614640826369,-0.11742834659746448
0.1549287947685959,-0.22024567604839582,0.44982004467125397,-0.01882830718534323
0.1430776676283857,-0.23596121151929203,0.45217537492985466,-0.029988474603233353
0.21129108638569757,-0.28959514022663957,0.42595045684911537,-0.0863769629498646
0.20384325791300176,-0.1550943399949031,0.42420261922261515,-0.10668139169142606
0.12318667349782696,-0.14949140847648082,0.4812562416435688,0.07426739272968447
0.15687926879425945,-0.14222418050230673,0.429055429074956,-0.10276249387816876
0.2119887756754288,-0.22950204802023172,0.4884215192526419,-0.016174823351937984
0.09390956292220767,-0.22687917984548078,0.4300398317398552,-0.055824768696543785
0.16643212635161678,-0.22796795991285831,0.494259156317067,-0.14580921111996284
0.24043093452680686,-0.11807696031667227,0.5351479435715389,-0.042190307847885106
0.1648332243898851,-0.20149300396418915,0.43426880469503476,-0.06688401531447072
0.14129481871651356,-0.19844193646544972,0.4551821828508971,0.030574736524340805
0.15950185782692355,-0.23228215133402855,0.41293049271963644,-0.04777242414224603
0.13941221203689003,-0.17790117598501465,0.4899656259737082,-0.13112973797857358
0.20436587946475204,-0.2343227733863365,0.40904611917109557,-0.0658040156022912
0.14555727840798335,-0.13940323716664682,0.46029694718466263,-0.06662227869156477
0.12330189571559134,-0.11977295229406609,0.4165382882294691,-0.05140047272046758
0.0671873375558945,-0.12945667725490162,0.4783324256426216,-0.09283110475442444
0.10355660739653859,-0.12740977086573005,0.3836470973306852,0.018842935773473214
0.11907575058205191,-0.11933991304190836,0.39993827793384756,0.002318312010685601
0.10161551882267213,-0.16080080786520598,0.46304690437514445,-0.08883721657575161
0.17070723045973413,-0.2377732175521725,0.43899067417160575,-0.07099279482715326
0.15239133903498897,-0.12495479533296747,0.5422544766327202,-0.08087418276990992
0.03334827308424704,-0.11625871734400245,0.46770538248735005,-0.049996148874111856
0.1287149538115845,-0.17930226616489298,0.491287686990049,0.050341075786852214
0.15520440853216233,-0.16225782981295694,0.3903479452716522,-0.11841035688435872
0.09960601545863197,-0.18046695104540744,0.424663981216731,0.01580073321878739
0.08813679775388657,-0.2337697087984134,0.4498154159022418,-0.024330355991041233
0.014286156465705316,-0.16443787180472105,0.4306384111645503,0.014806494613774462
0.11963220545555014,-0.15269030292455363,0.40763960277043454,-0.020069706893416975
0.11734026524621095,-0.1167140832050742,0.46974699419832866,-0.0663172999103914
0.024926261921423477,-0.0897014275216626,0.4640767091737107,-0.11499901961133471
0.06667151515536883,-0.12553081460960913,0.36877069591506484,0.031341615926438554
0.028188360149450517,-0.22749732542794615,0.4357506003218173,-0.074219220740674
0.04329194920968752,-0.12544137574799202,0.48395885666646843,-0.07372666588647274
0.07666321640970372,-0.12983329955775386,0.48020167401478414,-0.021347574652574742
0.1349510238873446,-0.16411377367506813,0.4510588669097056,-0.033506710041738226
0.059027090032813534,-0.14179621161334696,0.4237125899192582,0.011255958075726064
-0.04085064520140004,-0.13903029572383122,0.33913115717552056,-0.02552821595616929
0.03551485603401871,-0.09695129024632379,0.34281056843998714,-0.05947875685078942
0.10769997014733979,-0.14051550738748503,0.4124238525781917,0.09022602228664582
0.12344665325039397,-0.14501849597261227,0.33864781007639533,0.020864039699557142
0.14705719731917216,-0.13894471852490925,0.4015407603740529,0.08397751861175187
0.07668899222725335,-0.1412964504495574,0.4644820079518899,-0.00509154216249981
0.01590719956676606,-0.019532688858620986,0.38124607184366377,0.03981129334685231
0.0314872888974342,-0.15903242355423178,0.47047550786074005,-0.008648445403302762
0.015191470399436885,-0.09390399505831397,0.40986748637638803,-0.02037189102494758
0.11144769220503307,-0.12796333197684479,0.4064881796593029,0.013396164585502282
0.06058549897693846,-0.0959663995552915,0.44432966518115236,0.029668462471820447
0.012680167399096168,-0.06995105444385682,0.3862399011964536,0.005899041743619577
0.037691678402281756,-0.15727774374281533,0.41897129972175134,-0.09140310758680374
0.03700757516420261,-0.08220176600217137,0.38074156112306295,-0.06890130947027893
0.07981157756068936,-0.2034602573360112,0.4745763209984686,0.008361136145771275
0.03414647317718806,-0.13158717548047,0.5097249170678205,0.07884981849924769
-0.044125187907139,-0.02811053321475257,0.37058706194159446,-0.04895502662455426
0.05544667447479393,-0.08848956591177157,0.35591328255783367,-0.035616238866770816
-0.012826940295704272,-0.03866308720436937,0.41443097492165004,-0.011767888408663654
0.04428790544784732,-0.11049720836222988,0.35647655694291175,0.005021634216732053
