f0,f1,f2,f3
0.3062440188943929,-0.30571327850216257,-0.22606148812065147,-0.7641172762564293
0.4349732396625446,-0.44377011981545383,-0.29043047669418975,-0.7380714870846913
0.4125375004734796,-0.39161505738323116,-0.31027580932221793,-0.7203414212490834
0.35005420418669436,-0.3921377698373285,-0.2781360362005445,-0.729232300160466
0.38871969262885486,-0.3934099934038799,-0.35148943319294856,-0.6966290921280783
0.3221378217406763,-0.40324671555304065,-0.20758275015475314,-0.6809772311587854
0.3264672293762005,-0.4423367551071272,-0.25494515703879567,-0.7880785103430319
0.3400147071523393,-0.4142004206999494,-0.3211149905971925,-0.7331487143305477
0.39152658637711696,-0.3789712203008141,-0.21144456476140555,-0.6992875103099099
0.3391091026424635,-0.37599644188266,-0.3140033163854734,-0.7804230555741636
0.383423300581356,-0.5093627680072651,-0.23215517840043134,-0.8329719041741148
0.41402352733557457,-0.43034427865495517,-0.20110822714915383,-0.812790245340917
0.36029607295581334,-0.463096980957065,-0.2889378464517721,-0.7527940586345759
0.36859729858786566,-0.4788281805244884,-0.31456489836819646,-0.6395895825014393
0.3633370063724248,-0.5158062459986708,-0.25480223829234866,-0.7672905136520642
0.37429436370788527,-0.38839920309804055,-0.281673735886155,-0.743951003100584
0.41756312343455426,-0.39115562728788933,-0.25041450713636004,-0.7680092536307904
0.3035286128868077,-0.4022618277497995,-0.2617420130119655,-0.7150931259310788
0.28829480174167543,-0.4280869916609708,-0.2650340404640187,-0.8752718831470298
0.38278796616538874,-0.40426185383802227,-0.2994502074569211,-0.7622473276520666
0.509960133080594,-0.42254073512511003,-0.17156105205457678,-0.7569207346204568
0.37070065051914625,-0.4070817408977934,-0.22247111914217113,-0.6771174918584771
0.33601266172834626,-0.3828606684339072,-0.2215938822787248,-0.6836414472824917
0.312779038510157,-0.35793975286224233,-0.2669861367137526,-0.7653099902897577
0.3600759337812899,-0.45237749908911534,-0.33672572083593505,-0.6900885979298788
0.35138559054449603,-0.4296040886903186,-0.3213575132930093,-0.7355060371989751
0.361803064423979,-0.33669671569741194,-0.2683641300300862,-0.7621093722287415
0.2698235104033662,-0.4772423776024133,-0.20364425001820485,-0.7529229406249344
0.38704759699262187,-0.3294054084747658,-0.25890119692941405,-0.7274888891569083
0.4662034160637387,-0.29466037938753004,-0.26094475761376196,-0.7090292713260533
0.3991773518291249,-0.3408508678014852,-0.14892739174393352,-0.7603900743747822
0.42381931595956146,-0.37160314389760896,-0.31004895709790764,-0.7577801295318188
0.4518292679791765,-0.3651284138419879,-0.16965596167046462,-0.7766645937342516
0.29709879047886467,-0.3978232968578172,-0.2446177823494451,-0.7648328633664447
0.37616490917341616,-0.3555537174231002,-0.15236681100883237,-0.6929708759041606
0.33850759803785896,-0.34897447990992225,-0.17358568451673934,-0.7356794368677466
0.3549605500391574,-0.35627379168470225,-0.23864075623168624,-0.7450021259871373
0.33012592539558405,-0.45473389046218865,-0.1743050428529464,-0.7669593989275117
0.38630574003257684,-0.31638454120249826,-0.11943563880440622,-0.7507013384063277
0.4018027381442022,-0.4572267742327157,-0.29269861775098754,-0.7223243433005316
0.3971810506207527,-0.4025838762739032,-0.28751146449757436,-0.7105609974880944
0.36910279537828466,-0.42327126951827265,-0.13719056138019978,-0.7716928561838452
0.39742678764424016,-0.3707594352774244,-0.16202647362482697,-0.6400973825647541
0.4273439805788222,-0.33762207747326617,-0.21435782903201156,-0.7394344959281987
0.3061256956625075,-0.40086627209174863,-0.20678245925646788,-0.7559754768341382
0.4272437830063019,-0.41286024492605383,-0.12287976099725198,-0.7176905603421775
0.3979883071792028,-0.3410289701404738,-0.11728099054022555,-0.7891604594408265
0.4347998408752113,-0.3940358248354764,-0.17219947371516664,-0.7811666653777669
0.482623200712478,-0.34960385300474645,-0.21279382998178945,-0.6839581881559843
