f0,f1,f2,f3
-0.8135388472871332,0.20085525203566082,-0.38998586074405805,-0.7096382110999082
-0.68303756869748,0.058998980087234754,-0.44072438814030934,-0.6903056935054547
-0.7981670058312919,0.18532973132272976,-0.36196411706519643,-0.7201824812204031
-0.7399006336569469,0.062236642642212264,-0.4562994071286751,-0.7396319792353517
-0.6583035323868593,0.20944038692964825,-0.4811895791057809,-0.641963205271527
-0.7771644569805658,0.16986848744204416,-0.39958531479781245,-0.6962977095108841
-0.812047518943139,0.24309086977140743,-0.42302216707358076,-0.7215446246365598
-0.6429060269902281,0.16295558423843062,-0.42335475342868895,-0.6697600694585868
-0.7464362883092388,0.1676182075266854,-0.3843619449051285,-0.6549421335785488
-0.7241551694195597,0.14614937892098734,-0.42879815787572,-0.6554338640743711
-0.6684450288585447,0.16400049549671222,-0.3666369908860873,-0.6782615541054018
-0.6409197678532046,0.1271757791434966,-0.44737927935842986,-0.7536381477275431
-0.6771010838702494,0.17855047178067526,-0.3851211288626706,-0.7432314093717736
-0.7079282130574971,0.19574522635957323,-0.40820000474330903,-0.7398133762813961
-0.7764522579130626,0.21320198765928872,-0.30733686571360425,-0.7548090703747742
-0.7736749977959955,0.10776950500522706,-0.3988359864224553,-0.6979191409854262
-0.7074027198037567,0.1636750498134337,-0.3732197021934307,-0.675696389189813
-0.7278402420890094,0.10400190485375188,-0.4204028697020432,-0.755935976522958
-0.6981490890539837,0.25622143037738154,-0.34801345572892495,-0.7457541086439162
-0.6761982220440573,0.2334330154656938,-0.45256618545826643,-0.7184646369155983
-0.690761593182821,0.20719324490646632,-0.35458601625805153,-0.6849262680144608
-0.8240303499091174,0.22378752789619977,-0.4447471529573557,-0.702332795172282
-0.6978699385033625,0.20343630328595974,-0.3389449421967202,-0.7278349699390879
-0.7016538942458078,0.055032599066858146,-0.33179176013476996,-0.7068560664031089
-0.7334477816181604,0.1539165245290079,-0.42827442441029573,-0.7313277927948775
-0.7407250438116096,0.10684074782941078,-0.32807461811060196,-0.5162417370761045
-0.7464850818739284,0.2461102798068041,-0.430143564697251,-0.7072113047439564
-0.8096715183981043,0.1401716176694709,-0.3825917670092666,-0.7788699448669474
-0.727079077528648,0.13653176303312153,-0.40579474418521394,-0.7753901938301472
-0.7838568270727252,0.20321891186243243,-0.3001007370399906,-0.8068013237876642
-0.7130498784547512,0.26208366119676374,-0.3837382145439177,-0.7626001084185949
-0.7160548661158266,0.21562690801477263,-0.36167229826419034,-0.779117388539003
-0.7589696288987736,0.1678302937166063,-0.4201602924886762,-0.6958082277488821
-0.7137023472455328,0.16612625800062672,-0.31945075685592556,-0.7579868801031027
-0.6805835177186248,0.1431346375853566,-0.4180431496352981,-0.6639870477005435
-0.7242866978270445,0.14982167162613047,-0.4255072781604424,-0.632800451456473
-0.8324227955912668,0.21762551004909497,-0.397369581800454,-0.6416261080973467
-0.673724985594886,0.08140880713931309,-0.49286354810302657,-0.6609230186076087
-0.6841391809350074,0.20594881838962154,-0.4216639501994291,-0.7468421759286981
-0.8034810535799466,0.11145795489733488,-0.4506364796893062,-0.6880441325016692
-0.7407339257694305,0.14719600137338895,-0.4314455579047041,-0.7457842742061735
-0.7541115458313739,0.14636929251070654,-0.3533199652849007,-0.6733531334261537
-0.7056233152627706,0.23604883439395274,-0.3958785778976301,-0.7612439104465638
-0.684688118893042,0.1565439803946077,-0.35917162173548844,-0.7687582703394021
-0.6877888511443738,0.21612638760837483,-0.35912683781839483,-0.7224156207246192
-0.6746026289446041,0.16944925714666131,-0.23320507018059525,-0.7424884787442105
-0.734469793985587,0.1533194895058892,-0.43003610286768423,-0.6655868308916395
-0.6946820173131825,0.15319403261285586,-0.35962423043329556,-0.6926974545323608
-0.7157537494889027,0.12949139276407445,-0.28932295021750903,-0.7788470679725694
-0.7091842775116444,0.16680964174338517,-0.41817826928569063,-0.6493313703481197
-0.7366790064116974,0.11096754372530909,-0.3687978176371281,-0.7254199908322558
