f0,f1,f2,f3
0.4715784572395508,-0.10674505315350974,-0.8820262260406377,-0.7227608588429021
0.5028625708214094,-0.009609979640116284,-0.886577458829896,-0.6256442165084167
0.5663674761095581,-0.08235506142180561,-0.7928005946511203,-0.7149199329580931
0.5126872465529506,0.02841626574457344,-0.73568531288423,-0.6096678636174612
0.5244371139589968,-0.08029855494532276,-0.8416341194889178,-0.6618280396992294
0.505893078747258,-0.06283579314837957,-0.826455981451487,-0.7351985389394733
0.5253535227791685,-0.08917933298744093,-0.8419028778385637,-0.7093493664767057
0.5631094264439034,-0.1254941838491353,-0.8462322386696708,-0.6048696982489955
0.5380988534966885,-0.17158977272663267,-0.7681281259097547,-0.7127118210616267
0.44427075943328304,-0.04331332484630393,-0.7510293794826294,-0.6809944694055151
0.5746244337667237,-0.20902235258321222,-0.8199086339769456,-0.7390874590371368
0.4636471803475079,-0.1757270012970899,-0.7383546299243637,-0.7087237387138161
0.5879823955208909,-0.06214978338884907,-0.8244396601931904,-0.6606425189677587
0.46242386155884674,-0.08178005725745346,-0.8103629688681092,-0.6874302479880979
0.5151173160550573,-0.14857458587224515,-0.7784140560373326,-0.6818092339337375
0.5495096969462454,-0.13989348350203382,-0.9101268310202866,-0.7403889543925098
0.6022947981184921,-0.10780600361722319,-0.7725414733854719,-0.5894405527455048
0.5891338005393074,-0.13817762746210835,-0.9006479584765219,-0.6715529094092378
0.47483414267399926,-0.23822563736894664,-0.8571216413817175,-0.6201824818352178
0.5242563513783935,-0.0953508022469542,-0.6690222959423716,-0.6948967944442925
0.5186540387992923,-0.17895386772405392,-0.8486311487339302,-0.6436925096726994
0.5550965374684323,-0.11902398052524436,-0.8449222315241101,-0.64904323864263
0.6003758224982086,-0.08713254259519904,-0.7588730321648671,-0.681692643264194
0.6000054298197223,-0.14490366487462047,-0.7947618517105969,-0.732201646451757
0.5249344384275505,-0.057455559605926756,-0.9135035711674375,-0.6573055915811319
0.5322100169351922,-0.2284374500771218,-0.8380799707060298,-0.7122297270627264
0.5693373526012008,-0.20832266039417807,-0.7480169594816152,-0.6645807582023692
0.5663325651386646,-0.17178013787758606,-0.7772994144962844,-0.6619007914190843
0.49724793733130435,-0.14180416473999866,-0.7653982920442725,-0.721242650677454
0.5984154029344538,-0.24722312001772315,-0.791123828031776,-0.7065875812924203
0.5613625002168178,-0.16309068695458356,-0.751322838010122,-0.6471009328045262
0.5610545881969007,-0.16359969878648017,-0.7939512635257265,-0.8210475336901826
0.5395086966683696,-0.10118769225103103,-0.8109875668716788,-0.6809851514902105
0.6009526239593518,-0.16810537842832382,-0.8356772221223594,-0.6303586265476535
0.5325268705933452,-0.1390441339389119,-0.7981958685518442,-0.7217509639044163
0.5211837543473162,-0.08365301248480901,-0.7631844246051445,-0.6267498278268872
0.5175403938659465,-0.11166205843534663,-0.7616612347037751,-0.6497369609361718
0.576158222087338,-0.21806496268641612,-0.7487004671154751,-0.7154774242179371
0.591565210447013,-0.1329770057664085,-0.8472765333881644,-0.7557062800143282
0.519576062210361,-0.09031703037048097,-0.829858364888246,-0.6811003128252182
0.534059143101984,-0.11460947776983463,-0.9316156095385293,-0.5889732594172981
0.43544170618863565,-0.1384115788717567,-0.8121015265022952,-0.6413130736353987
0.5164957067939797,-0.12580405455800805,-0.7400612575334501,-0.6729042524682731
0.5985041466891697,-0.14648631563821118,-0.8626762456809012,-0.7097114702388579
0.508338916827359,-0.1313351190927239,-0.8492704095794534,-0.5656064286280661
0.4709326450483853,-0.1444887187050734,-0.8532080909037982,-0.7033708072619915
0.4504218689314889,-0.17874530167379749,-0.8072033253337719,-0.6611246840365225
0.47815400622279386,-0.24924914023328604,-0.8469927300038447,-0.780454705396842
0.5429366251652857,-0.1284985856791897,-0.7865992546950104,-0.674903597475927
0.5092337201591487,-0.25098066513622364,-0.8072858881242522,-0.6656802487457416
0.5538216500454637,-0.18746265903818773,-0.8355934621090912,-0.7222710977960161
0.5363797616960633,-0.20340566315302178,-0.8571104231304729,-0.6291677836982359
0.5307335419699623,-0.2016562109682136,-0.8644123262275315,-0.679430529309593
0.5281050862686232,-0.13155879340901286,-0.7953534495399843,-0.6457109317542942
0.5543567097797596,-0.12477575188961082,-0.7423521265555162,-0.6873305308374449
0.6002947565692744,-0.13468597773453939,-0.8034019672184008,-0.655633668930529
0.5445222493279009,-0.12993605352367596,-0.8103290962349381,-0.7776821769256408
0.562703272056101,-0.15819222914607375,-0.7718077585185986,-0.7169047811261423
0.5466537552321796,-0.21455063083101025,-0.836893922200013,-0.6990321535496175
0.49466705332846345,-0.11900365930414956,-0.8409227906740379,-0.6863710884329298
0.465282880568704,-0.2071897750816451,-0.8108356007359858,-0.6637513432978006
0.5352317745739742,-0.15986734261037608,-0.8021597475083369,-0.7866860364135722
0.5098109792722909,-0.16860201629700697,-0.8246631669876094,-0.6518445898350231
0.5092960307201941,-0.12010601630187794,-0.857835373923002,-0.6142860021013216
0.4985963033721425,-0.09687999530626719,-0.906425700289136,-0.6983416859064834
0.5240481422962225,-0.17398657606837353,-0.7892988621761684,-0.6673509000706194
0.4934672114785736,-0.1986744582752121,-0.912441690321237,-0.6216845215359736
0.5222222525486373,-0.15548159892961963,-0.8471764938657635,-0.6922723498868526
0.5740154388853964,-0.16454398924318703,-0.753968602829368,-0.7216895124114816
0.5034422067355262,-0.1471977294175489,-0.7830719932684033,-0.6215447549346755
0.5788805010135777,-0.20033605295718115,-0.710970321264048,-0.6777482476063723
0.5209821815349359,-0.17054196211248754,-0.7273297852345229,-0.6314141082746272
